Citation,Parent.Statute,Document.Description,File,Entity.Empowered,Triggering.Event,Describe.Health.Emergency,State.Trigger,Location,Military.Involvement..Federal.,Document.Type,Preliminary.Screening,Source,Chapter,Date.Originally.Published..from.File.,Date.Last.Updated..from.File.,PDF..from.File.,Note,url..from.File.,Funding.Stream.,Funding.Stream.Description,Waiver.Authority,Regulations..Relevant.Chapter..Section.or.Article,Scenarios.Matrix,Plans...Strategies
42 U.S.C. § 5131 to § 5230,Disaster Recovery Reform Act,"This act involves all levels of government and FEMA, and aims to enhance disaster response. It addresses lacking aspects of previous response efforts.",Disaster Recovery Reform Act,Federal Emergency Management Agency,"Natural Disaster,Health Emergency,No triggering event - Capacity Building",An outbreak can mobilize the need for resources and assistance under this act.,No,Domestic,Yes - Subject to Posse Comitatus,Legislation,Include,FEMA DOLR,3,10/5/18,,STATUTE-132-Pg3186.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/bg2nLYkPe3N6CWBvO6wZXQ/E9s4UWcChvoWTSz93MCuLEBK8-NYWHOrLteviEf7jfjcakfdempoX0ZbIOpH1BacaeNwourFaBJ0OtGrDhpteXZIOxM48zJumaH8AxdS_bnzHJ6rto7swCLOAqR3mgUSr82zDjqHzV4Ra6u3Hxkmucc566i7OneRoZyHfNwQoYI/g7VlyYarPKC7m72KouPCBvWehLxWS3uWqgPLoVa8R90),,https://www.congress.gov/115/plaws/publ123/PLAW-115publ123.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of Homeland Security,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of Agriculture,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of Commerce,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of Justice,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of the Treasury,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of the Interior,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Environmental Protection Agency,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of State,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of Transportation,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Department of Housing and Urban Development,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
39 U.S.C,"Consolidated Appropriations Act, 2019","The 2019 Consolidated Appropriations Act is a federal law that provides funding for various government agencies and programs for the fiscal year ending September 30, 2019. The primary actors are Congress and the President, and the bill was triggered by the need to allocate federal budget to prevent government shutdowns.","""Consolidated Appropriations Act, 2019""",Executive Office of the President of the United States,No triggering event - Capacity Building,N/A,No,Domestic,Unclear,Legislation,Exclude,FEMA DOLR,2,2/15/19,,PLAW-116publ6.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Ql9IZXOi9_wSlrqB7YMRzg/GiuZAFKq_2y3EBt-4OvYKJiEW47uE-WbwK6Dq9WJ9cgchvbmIvOfndGmCEbwWQ3HZHDWGZVocgxaYO3UgbyBPhG__Huf2Fxt2oxl6KwboBBzdqstD9qrGXU-2O4NMaAUQPnKy_W3dQeBj43zdvwyh5ao_8JoyoT1uBNSbsPtexI/6kw6m_HnYVIz8W_LtaxF-TrxRfibuylq0RZV21Z_6Rw),"Only for the 2019 Fiscal Year
(Couldn't locate specific USC, just under Title 39
",https://www.congress.gov/116/plaws/publ6/PLAW-116publ6.pdf,,,,,,NA
6 U.S.C. §§ 101-1405,Homeland Security Act,"The Homeland Security Act consolidated various federal agencies into the Department of Homeland Security to protect the United States against terrorist attacks and other threats. Triggering events include threats or acts of terrorism (such as 9/11), natural disasters, and other emergencies. The act empowers DHS, amongst other agencies, to coordinate national security efforts, manage emergency response, and enhance border security. ",Homeland Security Act,Department of Homeland Security,"Terrorism,Health Emergency","""With respect to civilian human health-related research and development activities relating to countermeasures for chemical, biological, radiological, and nuclear and
other emerging terrorist threats carried out by the Department of
Health and Human Services (including the Public Health Service),
the Secretary of Health and Human Services shall set priorities,
goals, objectives, and policies and develop a coordinated strategy
for such activities in collaboration with the Secretary of Homeland
Security to ensure consistency with the national policy and strategic plan developed pursuant to section 302(2)""",No,Domestic,Yes - Subject to Posse Comitatus,Legislation,Include,FEMA DOLR,2,11/25/02,,hr_5005_enr.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/8nd-Ctnp7tJPpHs-hwkagQ/xPUphhV6AYqy0nFeg-MQn49bOkbpmcTtljJyyB-8EzFIXTuWsoqSPoIuJbiYWIUaPi19Cm3FBG7qXnbknTvV2u28EiuBGhvhPWdR7LlOppbRx9Jyx1xUk9WtBR4-dEUvX4-awFQIGA420zA7hmuasOiO8NojxPrXsB1gnAAl_Bo/76932mnPa11uNvSC5XmvCewe3V0ZCpOyuSyMFjzafqU),,https://www.dhs.gov/xlibrary/assets/hr_5005_enr.pdf,,,,,,NA
6 U.S.C. § 725,Post-Katrina Emergency Management Reform Act (PKEMRA),"The Post-Katrina Emergency Management Reform Act (PKEMRA) was enacted in 2006 improves the federal government’s disaster preparedness and response capabilities  in the United States. Main actors include the Federal Emergency Management Agency (FEMA), state and local governments, and the Department of Homeland Security. It is triggered by major disasters and emergencies, and enables actions such as enhanced coordination, resource allocation, and response efforts.",Post Katrina Emergency Management Reform Act,Federal Emergency Management Agency,"Natural Disaster,Health Emergency,No triggering event - Capacity Building","""develop a Federal response capability that, when
necessary and appropriate, can act effectively and rapidly
to deliver assistance essential to saving lives or protecting
or preserving property or public health and safety in a
natural disaster, act of terrorism, or other man-made disaster""",Yes,Domestic,Yes - Subject to Posse Comitatus,Legislation,Include,FEMA DOLR,2,10/4/06,,Post_Katrina_Emergency_Management_Reform_Act_pdf.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/QuTO65voDuHqBcCletXPJw/ucvrZHXII8idxIrMt3DGg4chCucxwhz6Hyh4bSIqG_s-fQRVYabCEhucU1SO8EdU9yATYjxMbwFPM-oVYG8KgFkdB16svIdCAKrOy1tON3h-x7HnQExNcbCg-rz0pCWZRQ1Cy2_k4OwZv-6osTud9_zJ5rM7aGG7Wmqa9UYEosUztP7GgLDbVW6gWKMPiCR8SkGi2X6pXhqW2xl4J8aTnQ/jlOVzXX1ghvJx7ACmmRXEE8ECMfusHuG4IuJ2l4hn58),,https://www.doi.gov/sites/doi.gov/files/uploads/Post_Katrina_Emergency_Management_Reform_Act_pdf.pdf,,,,,,NA
6 U.S.C. § 725,Post-Katrina Emergency Management Reform Act (PKEMRA),"The Post-Katrina Emergency Management Reform Act (PKEMRA) was enacted in 2006 improves the federal government’s disaster preparedness and response capabilities  in the United States. Main actors include the Federal Emergency Management Agency (FEMA), state and local governments, and the Department of Homeland Security. It is triggered by major disasters and emergencies, and enables actions such as enhanced coordination, resource allocation, and response efforts.",Post Katrina Emergency Management Reform Act,Department of Homeland Security,"Natural Disaster,Health Emergency,No triggering event - Capacity Building","""develop a Federal response capability that, when
necessary and appropriate, can act effectively and rapidly
to deliver assistance essential to saving lives or protecting
or preserving property or public health and safety in a
natural disaster, act of terrorism, or other man-made disaster""",Yes,Domestic,Yes - Subject to Posse Comitatus,Legislation,Include,FEMA DOLR,2,10/4/06,,Post_Katrina_Emergency_Management_Reform_Act_pdf.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/QuTO65voDuHqBcCletXPJw/ucvrZHXII8idxIrMt3DGg4chCucxwhz6Hyh4bSIqG_s-fQRVYabCEhucU1SO8EdU9yATYjxMbwFPM-oVYG8KgFkdB16svIdCAKrOy1tON3h-x7HnQExNcbCg-rz0pCWZRQ1Cy2_k4OwZv-6osTud9_zJ5rM7aGG7Wmqa9UYEosUztP7GgLDbVW6gWKMPiCR8SkGi2X6pXhqW2xl4J8aTnQ/jlOVzXX1ghvJx7ACmmRXEE8ECMfusHuG4IuJ2l4hn58),,https://www.doi.gov/sites/doi.gov/files/uploads/Post_Katrina_Emergency_Management_Reform_Act_pdf.pdf,,,,,,NA
,The United States Constituion,"The US Constitution was drafted in 1787 during the Constitutional Convention in Philadelphia, to replace the Articles of Confederation. The main actors were comprised of delegates from the original 13 colonies. The overarching goal was to establish a stronger federal government  and unify the states under a common legal framework. ",US Constiution,Congress,No triggering event - Capacity Building,"N/A
",No,Domestic,Yes,Constitution,Include,FEMA DOLR,2,6/21/1788,5/22/92,constitution.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Nx3iHi_KQIGaeel-vHvMlw/_4zChPH-YaoilhGaY67cO4uySM5owPnhPyen2U5vyJo2o_IJf0BVFGmglmEmzVSZpk-vIbWYFjrNPOeTcWLp8I8y0k_RF61064wPcVeuy80P5oZPCQu-lxWpTOm8N2GG0RQvDfyXHM401wEqoGmbkeOUg8KKA-al-_V5E0Wa_50/MxveCcK5oS1_FGcijxvJdJckFL67_85OCils0WPVfeQ),"Not technically a law, but specific sections are explicitly mentioned
",https://constitutioncenter.org/media/files/constitution.pdf,,,,,,NA
,The United States Constituion,"The US Constitution was drafted in 1787 during the Constitutional Convention in Philadelphia, to replace the Articles of Confederation. The main actors were comprised of delegates from the original 13 colonies. The overarching goal was to establish a stronger federal government  and unify the states under a common legal framework. ",US Constiution,Supreme Court of the United States,No triggering event - Capacity Building,"N/A
",No,Domestic,Yes,Constitution,Include,FEMA DOLR,2,6/21/1788,5/22/92,constitution.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Nx3iHi_KQIGaeel-vHvMlw/_4zChPH-YaoilhGaY67cO4uySM5owPnhPyen2U5vyJo2o_IJf0BVFGmglmEmzVSZpk-vIbWYFjrNPOeTcWLp8I8y0k_RF61064wPcVeuy80P5oZPCQu-lxWpTOm8N2GG0RQvDfyXHM401wEqoGmbkeOUg8KKA-al-_V5E0Wa_50/MxveCcK5oS1_FGcijxvJdJckFL67_85OCils0WPVfeQ),"Not technically a law, but specific sections are explicitly mentioned
",https://constitutioncenter.org/media/files/constitution.pdf,,,,,,NA
,The United States Constituion,"The US Constitution was drafted in 1787 during the Constitutional Convention in Philadelphia, to replace the Articles of Confederation. The main actors were comprised of delegates from the original 13 colonies. The overarching goal was to establish a stronger federal government  and unify the states under a common legal framework. ",US Constiution,Executive Office of the President of the United States,No triggering event - Capacity Building,"N/A
",No,Domestic,Yes,Constitution,Include,FEMA DOLR,2,6/21/1788,5/22/92,constitution.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/Nx3iHi_KQIGaeel-vHvMlw/_4zChPH-YaoilhGaY67cO4uySM5owPnhPyen2U5vyJo2o_IJf0BVFGmglmEmzVSZpk-vIbWYFjrNPOeTcWLp8I8y0k_RF61064wPcVeuy80P5oZPCQu-lxWpTOm8N2GG0RQvDfyXHM401wEqoGmbkeOUg8KKA-al-_V5E0Wa_50/MxveCcK5oS1_FGcijxvJdJckFL67_85OCils0WPVfeQ),"Not technically a law, but specific sections are explicitly mentioned
",https://constitutioncenter.org/media/files/constitution.pdf,,,,,,NA
31 U.S.C. § 1301(a);,US Code Title 31,"US Code Title 31, enacted in 1874, outlines the role of the money and finance in the United States Code. The main actors include Congress, federal agencies, and the Treasury Department, who collectively oversee budgetary processes, financial management, and the regulation of government expenditures. The code is intended to ensure transparency, accountability, and sound financial management within the federal government.",US Code Title 31,Department of the Treasury,No triggering event - Capacity Building,N/A,No,Domestic,No,Legislation,Include,FEMA DOLR,2,9/13/82,,USCODE-2011-title31.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/H4E0e92x-pFGVm4fEny3xw/wcDiQqxT36XtXiXERVHdJ-MdJNmPulvC76VD_i3ckN2nfdoACW_95F4IgLnc9BFqWR-pYOjAC4I6HLITg51E2t_yo22hauzSsDXl1Kz8LqwCz-dUsYxC8SHehGVoDcfX-UmnIkkKPytfdY-_SVjETHtBPTRO_5xMA-N-XYW94dM/e93tSJmYYX-xfOvVI6KV4w6Ej3aQ1wVVO4Qrd26auu8),"US code is updated every 6 years, unclear when this specific law was last modified; DOLR references 31 U.S.C. § 1301(a);

1341; 1342;1517",https://www.govinfo.gov/content/pkg/USCODE-2011-title31/pdf/USCODE-2011-title31.pdf,,,,,,NA
44 CFR,Title 44 of Code of Federal Regulations,"Title 44 of the CFR governs federal records management and information policy. Title 44 was implemented to ensure standardized practices in alignment with the Paperwork Reduction Act of 1980. The primary actors include federal agencies, the National Archives and Records Administration (NARA), and the Office of Management and Budget (OMB). These agencies ensure efficient government operations, preservation of historical records, and compliance with Federal transparency requirements.",Title 44 of CFR,Federal Emergency Management Agency,No triggering event - Capacity Building,"N/A
",No,Domestic,No,Regulation,Include,FEMA DOLR,2,1/3/17,3/22/24,CFR-2002-title44-vol1-chapI.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/3hIFHFLj46olUi7MDGlXWg/GkEhW7201o9GtRc7AsNPpvnDury3XuRowsJ2iDA47aCCnNWTXgP3jVpn9282G9nTW4qJp-GdfRy3T0NUy6ngmQNgf6uhppRvOIMTvmzJqHSVUnPWroB4v5r4BPft4AjgwV57KZKB2brkpG1WW1IBJPWAey9nYgwrSc6mGAPaO_rMFE3oFx8jVyznJIENNYNj/X04IN3lKLArxRJnXSIQXssooReQ5xs7GF7Uv6HvDync),No specific enactment date,https://www.govinfo.gov/content/pkg/CFR-2002-title44-vol1/pdf/CFR-2002-title44-vol1-chapI.pdf,,,,,,NA
